category,delivery_time,name,no_of_reviews,price,rating
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Love Heart Magnets,"(None,)",Rs. 599.00,"(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Besties | Photo Frame Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Pet Paws | Photo Frame Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","4""x4"" Wooden Coasters | Best Brother","(None,)",Rs. 349.00 – Rs. 599.00,"(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Brother and Friend,"(None,)","Rs. 699.00 – Rs. 1,999.00","(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Chelsea F.C. Wooden Notebook Binder,"(None,)",Rs. 799.00,"(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Chelsea F.C. Wooden Notebook Binder | COD Not Available,"(None,)",Rs. 899.00,"(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",FC Bayern Munich Wooden Notebook Binder,"(None,)",Rs. 799.00,"(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Arsenal F.C. Wooden Notebook Binder | COD Not Available,"(None,)",Rs. 899.00,"(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | FC Bayern Munich Wooden Notebook Binder | COD Not Available,"(None,)",Rs. 899.00,"(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Brothers For Life,"(None,)","Rs. 699.00 – Rs. 1,999.00","(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Messi Copa America Wood Print, 2 reviews ,"Rs. 699.00 – Rs. 2,199.00",Average rating is 5.00 stars
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Super Hero Brother Wooden Notebook Binder | COD Not Available,"(None,)",Rs. 899.00,"(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Best Bhai Wooden Notebook Binder | COD Not Available,"(None,)",Rs. 899.00,"(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Valentines Day | Photo Magnets Set of 2,"(None,)",Rs. 749.00,"(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Couple Valentines Special Frame,"(None,)","Rs. 1,249.00","(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | World's Best Brother,"(None,)","Rs. 699.00 – Rs. 1,999.00","(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Best Bro,"(None,)","(None,)","(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Wings Best Brother | Fridge Magnets,"(None,)",Rs. 599.00,"(None,)"
/fathers-day,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",POP Art style | Father's Day | Single face | COD Not Available,"(None,)","Rs. 1,199.00 – Rs. 3,299.00","(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Wooden Medal | Fathers Day,"(None,)",Rs. 799.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",I Love Dad Wooden Rose,"(None,)",Rs. 699.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","4""x4"" Wooden Coasters | Personalised | Greatest Dad","(None,)",Rs. 449.00 – Rs. 699.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","4""x4"" Wooden Coasters | Personalised | Best Papa","(None,)",Rs. 449.00 – Rs. 699.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","4""x4"" Wooden Coasters | Best Dad","(None,)",Rs. 349.00 – Rs. 599.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","4""x4"" Wooden Coasters | Super Dad","(None,)",Rs. 349.00 – Rs. 599.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Usain Bolt Wood Print,"(None,)","Rs. 699.00 – Rs. 2,199.00","(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Cristiano Ronaldo CR7 Wood Print,"(None,)","Rs. 699.00 – Rs. 2,199.00","(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Valentines Day | Name Magnets,"(None,)",Rs. 499.00,"(None,)"
/love,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",7x8 Hexagon | Set of 8,"(None,)","Rs. 5,999.00","(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Family Collage,"(None,)","Rs. 1,499.00 – Rs. 2,099.00","(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Always Better Together, 1 review ,"Rs. 699.00 – Rs. 1,099.00",Average rating is 5.00 stars
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Couples Special,"(None,)","Rs. 699.00 – Rs. 1,099.00","(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Story Of My Life, 1 review ,"Rs. 699.00 – Rs. 1,499.00",Average rating is 5.00 stars
/love,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",ChitraChaya's Special POP Art style | Three face | COD Not Available, 1 review ,"Rs. 3,599.00 – Rs. 4,499.00",Average rating is 5.00 stars
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Our Family | Photo Frame Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Pink Flower Vine Theme Name Plate,"(None,)","Rs. 1,799.00 – Rs. 2,349.00","(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Black Elegant Flower Theme Name Plate,"(None,)","Rs. 1,799.00 – Rs. 2,349.00","(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Red Floral Name Plate,"(None,)","Rs. 1,499.00","(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Antique Floral Theme Name Plate,"(None,)","Rs. 1,699.00","(None,)"
/gifts-for-brother,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Arsenal F.C. Wooden Notebook Binder,"(None,)",Rs. 799.00,"(None,)"
/fathers-day,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Circular Caricature Fridge Magnets | One Face | Fathers Day | COD Not Available,"(None,)",Rs. 999.00,"(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Classic Acrylic Name Plate | Gloss Finish, No reviews ,Rs. 999.00,Average rating is 0.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Classic Acrylic Name Plate | Matte Finish, No reviews ,Rs. 999.00,Average rating is 0.00 stars
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised Daddy And Me Mini Photo Frame, 1 review ,Rs. 599.00,Average rating is 5.00 stars
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | You Are My Person, 1 review ,"Rs. 699.00 – Rs. 1,499.00",Average rating is 5.00 stars
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","4x4"" Heart Personalised Wooden Fridge Magnets","(None,)",Rs. 449.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Worlds Best Dad | Dadu | Nanu Fridge Magnets - Set of 3, 2 reviews ,Rs. 999.00,Average rating is 5.00 stars
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised Pet With Name Photo Frame Fridge Magnets, No reviews ,Rs. 599.00,Average rating is 0.00 stars
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Photo With Names,"(None,)","Rs. 699.00 – Rs. 1,999.00","(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised Text Frame Fridge Magnets, No reviews ,Rs. 599.00,Average rating is 0.00 stars
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised Couple Name Mini Photo Frame, No reviews ,Rs. 699.00,Average rating is 0.00 stars
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | I Love Us | Photo Frame Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Kobe Bryant Wood Print,"(None,)","Rs. 699.00 – Rs. 2,199.00","(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Federer Wood Print,"(None,)","Rs. 699.00 – Rs. 2,199.00","(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",MSD Wood Print,"(None,)","Rs. 699.00 – Rs. 2,199.00","(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","12""x12"" Handcrafted Wooden Crest | Mohun Bagan", 2 reviews ,"Rs. 1,499.00",Average rating is 4.50 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","12""x12"" Handcrafted Wooden Crest | East Bengal", 4 reviews ,"Rs. 1,499.00",Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Rafael Nadal Wood Print,"(None,)","Rs. 699.00 – Rs. 2,199.00","(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Classy Premium 3D home name plate,"(None,)","Rs. 1,999.00","(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Elegant Name Plate,"(None,)","Rs. 1,799.00 – Rs. 2,349.00","(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",3D Pattern Name Plate with Frame, No reviews ,"Rs. 2,199.00",Average rating is 0.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Marathi Couple Theme Name Plate,"(None,)","Rs. 1,499.00","(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Cute Astronaut Wooden Notebook Binder | COD Not Available,"(None,)",Rs. 899.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Special Dad,"(None,)","Rs. 699.00 – Rs. 1,999.00","(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Father's Day | Best Dad Ever,"(None,)","Rs. 699.00 – Rs. 1,999.00","(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Always Better Together | Photo Frame Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | This Is Us | Photo Frame Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","19""x13"" Handcrafted Wooden Portrait | Lionel Messi", 3 reviews ,"Rs. 1,999.00",Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","19""x13"" Handcrafted Wooden Portrait | Cristiano Ronaldo", 2 reviews ,"Rs. 1,999.00",Average rating is 5.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Floweret Circular Name Plate,"(None,)","Rs. 1,699.00","(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Pattern Name Plate,"(None,)","Rs. 1,799.00 – Rs. 2,349.00","(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",3D Acrylic Hut Shape Name Plate, No reviews ,"Rs. 1,199.00",Average rating is 0.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",South Indian Couple Theme Name Plate,"(None,)","Rs. 1,499.00","(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Bengali Couple Theme Name Plate, 3 reviews ,"Rs. 1,499.00",Average rating is 5.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Flower Theme Name Plate, 3 reviews ,"Rs. 1,799.00 – Rs. 2,349.00",Average rating is 5.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Flower Pattern Oval Shape Name Plate, 2 reviews ,"Rs. 1,499.00",Average rating is 5.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",3D Krishna Flute Name Plate, 1 review ,"Rs. 1,799.00",Average rating is 5.00 stars
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Wooden Fridge Magnets | Mancity,"(None,)",Rs. 299.00,"(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Wooden Fridge Magnets | Real Madrid,"(None,)",Rs. 299.00,"(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Wooden Fridge Magnets | Red Devils,"(None,)",Rs. 299.00,"(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Wooden Fridge Magnets | Chelsea,"(None,)",Rs. 299.00,"(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Wooden Fridge Magnets | FCB,"(None,)",Rs. 299.00,"(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Wooden Fridge Magnets | Arsenal,"(None,)",Rs. 299.00,"(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | New Born | Baby Girl,"(None,)","Rs. 1,499.00 – Rs. 2,199.00","(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | New Born | Baby Boy,"(None,)","Rs. 1,499.00 – Rs. 2,199.00","(None,)"
/kids,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Kids Circular 3D Cute Bear Name Plate with Lights, No reviews ,"Rs. 1,799.00",Average rating is 0.00 stars
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Led Glow Lamp | Radha krishna, No reviews ,"Rs. 1,499.00",Average rating is 0.00 stars
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",LED Glow Lamp | Reach For The Stars,"(None,)","Rs. 1,499.00","(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Father's Day | Wooden Postcard,"(None,)",Rs. 799.00,"(None,)"
/fathers-day,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Personalised | You are the Dad,"(None,)","Rs. 699.00 – Rs. 1,999.00","(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Acrylic Photo Standee With Easel, No reviews ,Rs. 899.00,Average rating is 0.00 stars
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Best Dad,"(None,)","(None,)","(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Me and Dad 3D Frame, No reviews ,"Rs. 1,249.00",Average rating is 0.00 stars
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Dad You Are My Hero Wooden KeyChain,"(None,)",Rs. 399.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Happy Father's Day,"(None,)","Rs. 699.00 – Rs. 1,999.00","(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Superhero Dad Shield | Fridge Magnets,"(None,)",Rs. 599.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Worlds Best Father | Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | DaD | Fridge Magnets, 1 review ,Rs. 599.00,Average rating is 5.00 stars
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | World's Best Dad | Fridge Magnets, 4 reviews ,Rs. 599.00,Average rating is 5.00 stars
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Fathers Day | Fridge Magnets, 2 reviews ,Rs. 499.00,Average rating is 5.00 stars
/love,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Personalised Polaroid Wooden Photo with Base,"(None,)",Rs. 699.00,"(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Family Photo Print,"(None,)","Rs. 699.00 – Rs. 1,999.00","(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Our World | Photo Frame Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Together Forever | Photo Frame Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Memories | Photo Frame Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Always & Forever | Photo Frame Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Mom & Dad | Photo Frame Fridge Magnets,"(None,)",Rs. 499.00,"(None,)"
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Couple Special | Photo Frame Fridge Magnets, 1 review ,Rs. 599.00,Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","12""x5"" Handcrafted Wooden Crest | Juventus", 1 review ,Rs. 799.00,Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","12""x12"" Handcrafted Wooden Crest | Manchester City", 1 review ,"Rs. 1,499.00 – Rs. 1,699.00",Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","12""x12"" Handcrafted Wooden Crest | Chelsea", 3 reviews ,"Rs. 1,499.00 – Rs. 1,699.00",Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","12""x12"" Handcrafted Wooden Crest | FC Barcelona", 3 reviews ,"Rs. 1,499.00 – Rs. 1,699.00",Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","12""x12"" Handcrafted Wooden Crest | Red Devils", 5 reviews ,"Rs. 1,599.00 – Rs. 1,799.00",Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ","14""x11"" Handcrafted Wooden Crest | Liverpool", 5 reviews ,"Rs. 1,999.00 – Rs. 2,199.00",Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Cristiano Ronaldo Juv Back Wood Print,"(None,)","Rs. 699.00 – Rs. 2,199.00","(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Cristiano Ronaldo WPAP Wood Print,"(None,)","Rs. 699.00 – Rs. 2,199.00","(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Mohamed Salah Wood Print, 1 review ,"Rs. 699.00 – Rs. 2,199.00",Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Virat Kohli Wood Print,"(None,)","Rs. 699.00 – Rs. 2,199.00","(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Virat Kohli WPAP Wood Print, 2 reviews ,"Rs. 699.00 – Rs. 2,199.00",Average rating is 5.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Caricature Style Couple Oval Name Plate | COD Not Available, 1 review ,"Rs. 2,999.00",Average rating is 5.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Indian Flower Theme Name Plate, 3 reviews ,"Rs. 1,799.00 – Rs. 2,349.00",Average rating is 5.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Premium 3D Floral Name Plate, No reviews ,"Rs. 1,899.00",Average rating is 0.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Stone Pattern Acrylic Name Plate, 1 review ,"Rs. 749.00 – Rs. 1,099.00",Average rating is 5.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",3D Floral Classic Name plate, No reviews ,"Rs. 1,599.00",Average rating is 0.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Parrot Theme Hut Name Plate With Kid Hanging, No reviews ,"Rs. 2,399.00",Average rating is 0.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Bullet Couple Theme Name Plate,"(None,)","Rs. 1,499.00","(None,)"
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Watercolour Flower Pattern Big Oval Shape Name Plate, 3 reviews ,"Rs. 1,649.00",Average rating is 5.00 stars
/home,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Classic Elegant Family Name Plate, 2 reviews ,"Rs. 1,799.00 – Rs. 2,349.00",Average rating is 5.00 stars
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",LED Glow Lamp | Gojo,"(None,)","Rs. 1,499.00","(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",LED Glow Lamp | Gojo Jujutsu Kaisen,"(None,)","Rs. 1,499.00","(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",LED Glow Lamp | Tanjiro,"(None,)","Rs. 1,499.00","(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",LED Glow Lamp | Roronoa Zoro,"(None,)","Rs. 1,499.00","(None,)"
/kids,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Cloud Shape Name Sign,"(None,)",Rs. 999.00,"(None,)"
/kids,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",Sail The Seas Personalised 3D Kids Name Sign,"(None,)","Rs. 1,499.00","(None,)"
/kids,"Delivered between 4-5 days for Delhi/NCR or 5-7 days for rest of India
                  ",3D Astro Theme Kids Room Name Plate,"(None,)","Rs. 1,499.00","(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Hogwarts Wood Print With Easel Stand,"(None,)",Rs. 499.00,"(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Kids Room Name Sign,"(None,)",Rs. 999.00,"(None,)"
/kids,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Kids Room Inspirational Wall Art - Set of 3,"(None,)","Rs. 2,499.00","(None,)"
/mothers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Premium Wooden Multipurpose Serving Tray,"(None,)",Rs. 699.00,"(None,)"
/mothers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Handcrafted Chopping Board Rose Wood,"(None,)",Rs. 999.00,"(None,)"
/mothers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Handcrafted Chopping Board Sleek,"(None,)",Rs. 899.00,"(None,)"
/mothers-day,"(None,)",Handcrafted Chopping Board Round,"(None,)",Rs. 999.00,"(None,)"
/mothers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Mother's Day | Wooden Postcard,"(None,)",Rs. 799.00,"(None,)"
/mothers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Wooden Medal | Mothers Day,"(None,)",Rs. 799.00,"(None,)"
/fathers-day,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Best Dad | Fridge Magnets, 1 review ,Rs. 499.00,Average rating is 5.00 stars
/love,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Personalised | Wooden Rose | Valentines | COD Not available, 4 reviews ,Rs. 899.00,Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Cristiano Ronaldo Juv Wood Print,"(None,)","Rs. 699.00 – Rs. 2,199.00","(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Lionel Messi Wood Print, 1 review ,"Rs. 699.00 – Rs. 2,199.00",Average rating is 5.00 stars
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Roger Federer Wood Print With Easel Stand,"(None,)",Rs. 499.00,"(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Real Madrid Wood Print With Easel Stand,"(None,)",Rs. 499.00,"(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Messi World Cup Wood Print With Easel Stand,"(None,)",Rs. 499.00,"(None,)"
/sports,"Delivered between 1-3 days for Delhi/NCR or 3-4 days for rest of India
                  ",Messi World Cup Wood Print,"(None,)","Rs. 699.00 – Rs. 2,199.00","(None,)"
